形式	資料	識別子	資料名	URL	チェック
HTML	アイヌ語アーカイブ	C0150	川上まつ子さんの民話(ｱ) エゾマツと魔鳥（1985）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0150	未了
HTML	アイヌ語アーカイブ	C0151	川上まつ子さんの民話(ｱ)イクレスイェとカラス神（1984）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0151	未了
HTML	アイヌ語アーカイブ	C0152	川上まつ子さんの民話(ｱ)ポロシルンカムイになった少年（1985）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0152	未了
HTML	アイヌ語アーカイブ	C0153	川上まつ子さんの神謡(ｱ) 白鳥の知らせ（カポチカ）（1986）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0153	未了
HTML	アイヌ語アーカイブ	C0154	川上まつ子さんの民話(ｱ) クモを戒めて妻にしたオコジョ（1986）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0154	未了
HTML	アイヌ語アーカイブ	C0155	C0155神謡(ｱ)「雷神が人間の村を訪れる」（リットゥンナ）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0155	未了
HTML	アイヌ語アーカイブ	C0156	川上まつ子さんの民話(ｱ) 供養をしてくれる人を探す墓標（1986）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0156	未了
HTML	アイヌ語アーカイブ	C0157	川上まつ子さんの民話(ｱ) 和人になった兄（1986）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0157	未了
HTML	アイヌ語アーカイブ	C0158	川上まつ子さんの民話(ｱ) ききんの神さま（1986）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0158	未了
HTML	アイヌ語アーカイブ	C0159	川上まつ子さんの民話(ｱ) ワシ神の化身と人間の娘（1986）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0159	未了
HTML	アイヌ語アーカイブ	C0160	川上まつ子さんの民話(ｱ) 沖の国から逃げてきた陸の国の女（1987）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0160	未了
HTML	アイヌ語アーカイブ	C0161	川上まつ子さんの民話(ｱ) おばあちゃんとヤマブドウ（1987）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0161	未了
HTML	アイヌ語アーカイブ	C0162	川上まつ子さんの民話(ｱ) 伝染病の神の息子とねたむ人間たち（1987）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0162	未了
HTML	アイヌ語アーカイブ	C0163	川上まつ子さんの民話(ｱ) イクレスイェとミズナラの神（1987）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0163	未了
HTML	アイヌ語アーカイブ	C0164	川上まつ子さんの神謡(ｱ) 沼貝を助けたオキクㇽミ（ヤクリクリヤクリコ）（1987）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0164	未了
HTML	アイヌ語アーカイブ	C0166	川上まつ子さんの神謡(ｱ) 飢饉を救った狩り場の神（ペットゥ）（1987）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0166	未了
HTML	アイヌ語アーカイブ	C0167	川上まつ子さんの神謡(ｱ) 雷神と幌尻岳の神（アンナホーレ）（1987）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0167	未了
HTML	アイヌ語アーカイブ	C0168	川上まつ子さんの神謡(ｱ) 金色のエゾマツ（カオリ）（1987）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0168	未了
HTML	アイヌ語アーカイブ	C0169	川上まつ子さんの民話(ｱ)幌尻岳の神の沼（1986）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0169	未了
HTML	アイヌ語アーカイブ	C0170	川上まつ子さんの民話(ｱ) 伝染病で生き残った男の話（1986）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0170	未了
HTML	アイヌ語アーカイブ	C0171	川上まつ子さんの神謡(ｱ) 雷神と幌尻岳の神（アンナホーレ）途中まで（1986）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0171	未了
HTML	アイヌ語アーカイブ	C0172	川上まつ子さんの民話(ｱ) ペッラサンペに取り憑かれた男の子（1986）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0172	未了
HTML	アイヌ語アーカイブ	C0174	川上まつ子さんの民話(ｱ)幌尻岳の神の沼（1986）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0174	未了
HTML	アイヌ語アーカイブ	C0175	川上まつ子さんの神謡(ｱ) 雷神が人間の村を訪れる（リットゥンナ）（1986）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0175	未了
HTML	アイヌ語アーカイブ	C0176	川上まつ子さんの神謡(ｱ) 白鳥の知らせ（カポチカ）（1986）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0176	未了
HTML	アイヌ語アーカイブ	C0177	川上まつ子さんの神謡(ｱ) 飢饉を救った狩り場の神（ペットゥ）（1986）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0177	未了
HTML	アイヌ語アーカイブ	C0178	川上まつ子さんの民話(ｱ) ユペッの川尻の村の兄弟と沖の国の兄弟（1987）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0178	未了
HTML	アイヌ語アーカイブ	C0179	川上まつ子さんの民話(ｱ)あの世の入り口（1987）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0179	未了
HTML	アイヌ語アーカイブ	C0180	川上まつ子さんの民話(ｱ)あの世の入り口（1987）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0180	未了
HTML	アイヌ語アーカイブ	C0181	川上まつ子さんの民話(ｱ) クモを戒めて妻にしたオコジョ（1987）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0181	未了
HTML	アイヌ語アーカイブ	C0182	川上まつ子さんの民話(ｱ) 飢饉を救った狩り場の神（ペットゥ）（1987）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0182	未了
HTML	アイヌ語アーカイブ	C0183	川上まつ子さんの神謡(ｱ) 金色のエゾマツ（カオリ）（1987）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0183	未了
HTML	アイヌ語アーカイブ	C0184	川上まつ子さんの民話(ｱ) 村長の家に嫁いだ貧しい娘とヤナギの神（1987）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0184	未了
HTML	アイヌ語アーカイブ	C0185	織田ステノさんの民話(ｱ) クマと木の神の会話を聞いた男（1978）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0185	未了
HTML	アイヌ語アーカイブ	C0194	上田トシさんの民話(ｱ) 飢饉とカラス神（1993）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0194	未了
HTML	アイヌ語アーカイブ	C0195	上田トシさんの民話(ｱ) 六重の喪服を着た男（1994）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0195	未了
HTML	アイヌ語アーカイブ	C0196	上田トシさんの民話(ｱ) 夜襲に滅ぼされた村の孤児姉弟の話（1994）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0196	未了
HTML	アイヌ語アーカイブ	C0197	上田トシさんの神謡(ｱ) アカショウビンになったメナシの女（へイヌ）（1994）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0197	未了
HTML	アイヌ語アーカイブ	C0198	上田トシさんの民話(ｱ) さまよう舟の女神（1994）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0198	未了
HTML	アイヌ語アーカイブ	C0199	上田トシさんの民話(ｱ) 飢饉になり千歳まで食糧を求めて行く（1995）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0199	未了
HTML	アイヌ語アーカイブ	C0200	上田トシさんの民話(ｱ) オキクㇽミが妻の姿を人に見られて怒った話（1995）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0200	未了
HTML	アイヌ語アーカイブ	C0201	上田トシさんの民話(ｱ) 飢饉になり千歳まで食糧を求めて行く（1995）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0201	未了
HTML	アイヌ語アーカイブ	C0203	上田トシさんの民話(ｱ) フクロウを養ったイクレスイェ（1995）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0203	未了
HTML	アイヌ語アーカイブ	C0204	上田トシさんの民話(ｱ) ふたりの父（1995）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0204	未了
HTML	アイヌ語アーカイブ	C0205	上田トシさんの民話(ｱ) シャチの耳輪（1995）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0205	未了
HTML	アイヌ語アーカイブ	C0206	上田トシさんの民話(ｱ) 白い犬の水くみ（1996）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0206	未了
HTML	アイヌ語アーカイブ	C0207	上田トシさんの民話(ｱ) カツラの舟とハリギリの舟のけんか（1996）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0207	未了
HTML	アイヌ語アーカイブ	C0208	上田トシさんの民話(ｱ) トドをだまして肉をとる（1996）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0208	未了
HTML	アイヌ語アーカイブ	C0209	上田トシさんの民話(ｱ) ウサギの穂摘み（1996）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0209	未了
HTML	アイヌ語アーカイブ	C0210	上田トシさんの民話(ｱ) 河童神の恋（1996）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0210	未了
HTML	アイヌ語アーカイブ	C0211	上田トシさんの民話(ｱ) ヘビ神のツノ（1996）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0211	未了
HTML	アイヌ語アーカイブ	C0212	上田トシさんの民話(ｱ) まぼろしを見た女（1997）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0212	未了
HTML	アイヌ語アーカイブ	C0213	上田トシさんの民話(ｱ) 嘘の談判・盗みの談判（1997）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0213	未了
HTML	アイヌ語アーカイブ	C0214	上田トシさんの民話(ｱ) 息子に「ゼンマイ」と名づけた夫婦の話（1997）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0214	未了
HTML	アイヌ語アーカイブ	C0215	上田トシさんの民話(ｱ) まぼろしを見た女（1997）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0215	未了
HTML	アイヌ語アーカイブ	C0216	上田トシさんの民話(ｱ) 嘘の談判・盗みの談判（1997）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0216	未了
HTML	アイヌ語アーカイブ	C0218	上田トシさんの民話(ｱ) ヤナギとミズナラの会話（1997）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0218	未了
HTML	アイヌ語アーカイブ	C0226	上田トシさんの民話(ｱ) 木彫りのオオカミ（1999）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0226	未了
HTML	アイヌ語アーカイブ	C0227	上田トシさんの民話(ｱ) エゾマツと魔鳥（1999）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0227	未了
HTML	アイヌ語アーカイブ	C0228	上田トシさんの民話(ｱ) サルの生き肝（1999）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0228	未了
HTML	アイヌ語アーカイブ	C0229	上田トシさんの民話(ｱ) ぬかおにぎりころがった（1999）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0229	未了
HTML	アイヌ語アーカイブ	C0230	上田トシさんの民話(ｱ) オタサㇺの男が交易に行く途中に出会った気の毒な男（1999）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0230	未了
HTML	アイヌ語アーカイブ	C0233	上田トシさんの民話(ｱ) 石狩を守るクモ神の夢を見たパロアッテの話（1999）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0233	未了
HTML	アイヌ語アーカイブ	C0234	上田トシさんの民話(ｱ) サルの生き肝（1999）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0234	未了
HTML	アイヌ語アーカイブ	C0235	上田トシさんの民話(ｱ) サルの生き肝（1999）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0235	未了
HTML	アイヌ語アーカイブ	C0237	上田トシさんの民話(ｱ) 悪グマを退治した正妻（2000）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0237	未了
HTML	アイヌ語アーカイブ	C0238	上田トシさんの神謡語り(ｱ) 飢饉を救った狩り場の神（ペットゥ）（2000）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0238	未了
HTML	アイヌ語アーカイブ	C0246	川上まつ子さんの民話(ｱ) あの世へ行った男の話（1985）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0246	未了
HTML	アイヌ語アーカイブ	C0248	川上まつ子さんの子守歌 60のゆりかご（1987）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0248	未了
HTML	アイヌ語口承文芸コーパス	K7708241UP	パナンペ鬼の手から逃れる	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K7708241UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	K7708242UP	悪い赤犬に毒を飲ませた少女	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K7708242UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	K7803231UP	猫の神様に育てられた少年	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K7803231UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	K7803232UP	村長の奥さんの墓を掘り返した貧乏人	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K7803232UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	K7803233UP	ぶどうづるの輪がトパットゥミを退けてくれた話	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K7803233UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	K7807151KY	ケﾑカチカッポになった女	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K7807151KY.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	K7807151UP	チセコﾛカムイが育ててくれた	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K7807151UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	K7807152KY	火の女神が地の果ての魔神と戦った	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K7807152KY.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	K7807153KY	カッコウの妻になった女	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K7807153KY.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	K7908032UP	金の小函ゆらゆら	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K7908032UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	K7908051UP	トパットゥミのウエペケﾚ　霞の架け橋	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K7908051UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	K8007292UP	イㇱカㇻの上流からトパットゥミに襲われたイㇱカㇻの中流の少年がユペﾂの人に助けられた	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K8007292UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	K8010281UP	イクレスイェニｼパ、ホイナシﾘへ行く	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K8010281UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	K8010291UP	チェンパｸのニｼパの話	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K8010291UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	K8010301UP	熊の神様に惚れられたが、熊神は神の婚約者のところへ戻った	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K8010301UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	K8010311UP	魔猫	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K8010311UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	K8106231UP	パナンペおちんちんを伸ばす	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K8106231UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	K8106233UP	雪の深い土地で悪熊を倒す話	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K8106233UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	K8108011UP	会所の番人に家族を殺され、逃げた若者	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K8108011UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	K8108012UP	お稲荷さんのお告げ	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K8108012UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	K8109171UP	イクレスイェニｼパ、イㇱカㇻの不幸な女を第二の妻にする	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K8109171UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	K8109193UP	巫力の強い姉が、悪い熊親父を退治した	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K8109193UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	K8303243UP	チチケウニッネイと疱瘡神の息子	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K8303243UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	OI980824KY	リットゥンナ	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI980824KY.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	OI980905UP	白い糸玉、黒い糸玉	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI980905UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	OI9810131KY	カンナカムイ	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI9810131KY.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	OI9810132KY	アペフチカムイ	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI9810132KY.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	OI981027KY	スズメのカムイ	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI981027KY.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	OI981225UP	ムㇱカムイ	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI981225UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	OI990223UP	カパチㇼカムイ	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI990223UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	OI990205UP	ある女の話	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI990205UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	OI990302UP	少年	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI990302UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	OI000118UP	少年（再録版）	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI000118UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	OI990310UP	悪いホㇿケウカムイ	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI990310UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	OI990317UP	良いホㇿケウカムイ	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI990317UP.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	OI990423KY	フㇺフㇺカムイ	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI990423KY.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	OI990508KY	ワオカムイ	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI990508KY.text.jp.pdf	未了
HTML	アイヌ語口承文芸コーパス	OI990914UP	悪狐	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI990914UP.text.jp.pdf	未了
PDF	アイヌ語音声資料１〜１２	20814	ワテケさんの昔話 ： 沙流方言 ： 民話5	https://waseda.repo.nii.ac.jp/records/20814	未了
PDF	アイヌ語音声資料１〜１２	20733	ワテケさんの昔話 ： 沙流方言 ： 民話8	https://waseda.repo.nii.ac.jp/records/20733	未了
PDF	アイヌ語音声資料１〜１２	20736	ワテケさんとサダモさん ： 沙流方言 会話・単語 ： 単語（神仏）	https://waseda.repo.nii.ac.jp/records/20736	未了
PDF	アイヌ語音声資料１〜１２	20727	ワテケさんの昔話 ： 沙流方言 ： 民話2	https://waseda.repo.nii.ac.jp/records/20727	未了
PDF	アイヌ語音声資料１〜１２	20730	ワテケさんの昔話 ： 沙流方言 ： 民話7	https://waseda.repo.nii.ac.jp/records/20730	未了
PDF	アイヌ語音声資料１〜１２	20735	ワテケさんの昔話 ： 沙流方言 ： 民話6	https://waseda.repo.nii.ac.jp/records/20735	未了
PDF	アイヌ語音声資料１〜１２	20734	ワテケさんの昔話 ： 沙流方言 ： 伝説9	https://waseda.repo.nii.ac.jp/records/20734	未了
PDF	アイヌ語音声資料１〜１２	20737	国松さんと幸作さんの昔話 : 二風谷・平取 ： 平村幸作さんの民話(3)	https://waseda.repo.nii.ac.jp/records/20737	未了
PDF	アイヌ語音声資料１〜１２	20796	ワテケさんの昔話 ： 沙流方言 ： 民話3	https://waseda.repo.nii.ac.jp/records/20796	未了
PDF	アイヌ語音声資料１〜１２	20731	ワテケさんの昔話 ： 沙流方言 ： 民話4	https://waseda.repo.nii.ac.jp/records/20731	未了
PDF	アイヌ語音声資料１〜１２	20732	早稲田大学リポジトリの公開	https://waseda.repo.nii.ac.jp/records/20732	未了
PDF	アイヌ語音声資料１〜１２	34925	ワテケさんの昔話 ： 沙流方言	https://waseda.repo.nii.ac.jp/records/34925	未了
PDF	アイヌ語音声資料１〜１２	20729	アイヌ語音声資料選集 : 散文篇 : 4-11 民話	https://waseda.repo.nii.ac.jp/records/20729	未了
PDF	アイヌ語音声資料１〜１２	20834	アイヌ語音声資料選集 : 散文篇 : 4-14 民話	https://waseda.repo.nii.ac.jp/records/20834	未了
